sample_id,customer_id,template_id,text,intent,split,source,dataset_version
S1217,C0107,change_address-13,我这边的情况是：楼栋号码填反了怎么更正，谢谢。,change_address,validation,course-authored-synthetic,1.0.0
S1218,C0192,unknown-validation-03,麻烦确认一下，中午吃什么比较好。,unknown,validation,course-authored-synthetic,1.0.0
S1219,C0082,cancel_order-11,我这边的情况是：还没发出就不要寄了，取消吧，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S1220,C0020,shipping_status-11,我这边的情况是：货到哪个城市了，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S1221,C0076,cancel_order-09,想请你帮忙：撤销刚提交的购买订单。,cancel_order,train,course-authored-synthetic,1.0.0
S1222,C0052,complaint-08,我这边的情况是：请让负责人处理我的投诉，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S1223,C0161,exchange_request-03,换货流程怎么走。,exchange_request,train,course-authored-synthetic,1.0.0
S1224,C0125,technical_help-08,想请你帮忙：说明书里这一步看不懂。,technical_help,train,course-authored-synthetic,1.0.0
S1225,C0141,shipping_status-03,我这边的情况是：包裹什么时候能送到，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S1226,C0117,invoice-00,麻烦确认一下，怎么开电子发票。,invoice,train,course-authored-synthetic,1.0.0
S1227,C0039,shipping_status-16,麻烦确认一下，不想退款，只想知道包裹在哪。,shipping_status,test,course-authored-synthetic,1.0.0
S1228,C0152,payment-07,你好，支付页面打不开？,payment,train,course-authored-synthetic,1.0.0
S1229,C0197,shipping_status-19,你好，能帮我查配送卡在哪一站吗？,shipping_status,test,course-authored-synthetic,1.0.0
S1230,C0062,exchange_request-07,你好，这次我只换货不退款？,exchange_request,train,course-authored-synthetic,1.0.0
S1231,C0052,complaint-08,麻烦确认一下，请让负责人处理我的投诉。,complaint,train,course-authored-synthetic,1.0.0
S1232,C0177,shipping_status-15,发出后能追踪包裹吗。,shipping_status,validation,course-authored-synthetic,1.0.0
S1233,C0244,return_request-12,签收后想退掉这件商品。,return_request,validation,course-authored-synthetic,1.0.0
S1234,C0208,return_request-17,你好，别查退款进度，我还没申请退货？,return_request,test,course-authored-synthetic,1.0.0
S1235,C0097,technical_help-17,我这边的情况是：不是咨询购买参数，我已经买了想安装，谢谢。,technical_help,test,course-authored-synthetic,1.0.0
S1236,C0091,payment-18,想请你帮忙：收银台提示交易被拒绝。,payment,test,course-authored-synthetic,1.0.0
S1237,C0201,product_info-08,麻烦确认一下，购买前想了解电池容量。,product_info,train,course-authored-synthetic,1.0.0
S1238,C0194,change_address-01,想请你帮忙：收件人电话写错了。,change_address,train,course-authored-synthetic,1.0.0
S1239,C0079,refund_status-07,退款金额怎么还没退回来。,refund_status,train,course-authored-synthetic,1.0.0
S1240,C0173,warranty-01,怎么申请保修。,warranty,train,course-authored-synthetic,1.0.0
S1241,C0224,exchange_request-01,想请你帮忙：收到的型号不对想换一个。,exchange_request,train,course-authored-synthetic,1.0.0
S1242,C0018,payment-04,想请你帮忙：订单支付一直转圈。,payment,train,course-authored-synthetic,1.0.0
S1243,C0142,return_request-19,麻烦确认一下，签收的货想退掉，不是取消未发货订单。,return_request,test,course-authored-synthetic,1.0.0
S1244,C0120,unknown-test-04,想请你帮忙：请解释月食形成的原因。,unknown,test,course-authored-synthetic,1.0.0
S1245,C0064,exchange_request-09,麻烦确认一下，要办理同款换新。,exchange_request,train,course-authored-synthetic,1.0.0
S1246,C0233,shipping_status-06,快递单号能给我吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1247,C0256,payment-05,麻烦确认一下，付款后订单仍显示未支付。,payment,train,course-authored-synthetic,1.0.0
S1248,C0185,product_info-09,我这边的情况是：这个系列有几种颜色，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S1249,C0046,invoice-01,想请你帮忙：发票抬头写错了。,invoice,train,course-authored-synthetic,1.0.0
S1250,C0246,unknown-validation-02,我这边的情况是：请给我讲一个太空故事，谢谢。,unknown,validation,course-authored-synthetic,1.0.0
S1251,C0255,cancel_order-08,我不买了请关掉订单。,cancel_order,train,course-authored-synthetic,1.0.0
S1252,C0203,invoice-13,麻烦确认一下，税号填错导致票据无法报销。,invoice,validation,course-authored-synthetic,1.0.0
S1253,C0030,change_address-00,还没发货想修改收货地址。,change_address,train,course-authored-synthetic,1.0.0
S1254,C0071,warranty-08,想请你帮忙：超过质保时间维修怎么收费。,warranty,train,course-authored-synthetic,1.0.0
S1255,C0041,exchange_request-08,你好，换货要先寄回旧的吗？,exchange_request,train,course-authored-synthetic,1.0.0
S1256,C0244,return_request-12,我这边的情况是：签收后想退掉这件商品，谢谢。,return_request,validation,course-authored-synthetic,1.0.0
S1257,C0231,warranty-07,你好，请帮我查询维修进度？,warranty,train,course-authored-synthetic,1.0.0
S1258,C0091,payment-18,你好，收银台提示交易被拒绝？,payment,test,course-authored-synthetic,1.0.0
S1259,C0063,complaint-05,麻烦确认一下，我要举报这次服务体验。,complaint,train,course-authored-synthetic,1.0.0
S1260,C0213,unknown-validation-07,你好，我想查询航班起飞时间？,unknown,validation,course-authored-synthetic,1.0.0
S1261,C0178,exchange_request-12,我这边的情况是：到货颜色和需求不符希望调换，谢谢。,exchange_request,validation,course-authored-synthetic,1.0.0
S1262,C0137,warranty-12,你好，机器用了半年坏了能修吗？,warranty,validation,course-authored-synthetic,1.0.0
S1263,C0003,warranty-17,你好，不是安装问题，设备损坏需要报修？,warranty,test,course-authored-synthetic,1.0.0
S1264,C0144,exchange_request-17,想请你帮忙：不要退钱，只把商品换掉。,exchange_request,test,course-authored-synthetic,1.0.0
S1265,C0160,unknown-test-05,写一段生日祝福。,unknown,test,course-authored-synthetic,1.0.0
S1266,C0245,technical_help-04,首次开机要怎么配置。,technical_help,train,course-authored-synthetic,1.0.0
S1267,C0032,warranty-19,官方修理要提供购买凭证吗。,warranty,test,course-authored-synthetic,1.0.0
S1268,C0241,technical_help-19,想请你帮忙：按照手册操作仍无法配对，请给排查步骤。,technical_help,test,course-authored-synthetic,1.0.0
S1269,C0098,refund_status-11,我这边的情况是：退款银行卡没有入账，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S1270,C0205,technical_help-11,安装软件时提示报错。,technical_help,train,course-authored-synthetic,1.0.0
S1271,C0081,change_address-12,你好，配送地址能换到公司吗？,change_address,validation,course-authored-synthetic,1.0.0
S1272,C0194,change_address-01,你好，收件人电话写错了？,change_address,train,course-authored-synthetic,1.0.0
S1273,C0173,warranty-01,我这边的情况是：怎么申请保修，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S1274,C0180,shipping_status-12,想请你帮忙：物流停在中转站两天了。,shipping_status,validation,course-authored-synthetic,1.0.0
S1275,C0179,change_address-18,想请你帮忙：收件地点写成旧办公室了。,change_address,test,course-authored-synthetic,1.0.0
S1276,C0129,product_info-00,想请你帮忙：这款产品有哪些规格。,product_info,train,course-authored-synthetic,1.0.0
S1277,C0053,exchange_request-14,这台想置换为正确型号。,exchange_request,validation,course-authored-synthetic,1.0.0
S1278,C0014,cancel_order-01,想请你帮忙：这笔订单不要了请关闭。,cancel_order,train,course-authored-synthetic,1.0.0
S1279,C0086,exchange_request-02,你好，颜色买错了可以换货吗？,exchange_request,train,course-authored-synthetic,1.0.0
S1280,C0221,cancel_order-16,我这边的情况是：不用查物流，请直接取消订单，谢谢。,cancel_order,test,course-authored-synthetic,1.0.0
